cpe,rows,Descrição,Estado,Comercializador,CPE,Morada do Local de Consumo,Data de Inicio do Contrato,Data de Fim do Contrato,Tipo de Instalação,Potência Contratada,Potência Certificada,Potência Máxima Admissível/Requisitada,Nome,NIF,Morada de Correspondência,Email,Telefone,Telemóvel,consumos,abastecimento
PT0002000066050362DT,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000066050362DT,Camp Grande 9035 -- Viadut 1700-094 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,66.00 kVA,66.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065179768SW,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065179768SW,Az Fonte Velha 9001 -- Aterro 1600-461 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,99.00 kVA,99.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065175082HP,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065175082HP,Av D Carlos I 9001 ++ Bombei 1200 Lisboa,2016-10-29,-,Trifásica,139.00 kVA,345.00 kVA,345.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065194145LG,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065194145LG,Rua S Bento 640 -- 1250 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,99.00 kVA,99.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000076621476JS,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000076621476JS,Jard Cabeco Rola 21 -- Qg21 1990 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,71.00 kVA,71.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065195775KR,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065195775KR,Alto Serafina 9002 -- 1070 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065180615MK,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065180615MK,Calc Galvao 9001 -- Cemite 1400-161 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,66.00 kVA,66.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000102604715MQ,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000102604715MQ,Rua Prof Franc Gentil Lt 9001 FT Fonte 1600-625 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,112.00 kVA,112.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000078878237SQ,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000078878237SQ,Rua Beneficencia 9007 -- P Peoe 1050-034 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000081890105GB,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000081890105GB,Bair Liberdade Lt 6 ++ Pi 1 1070-023 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,138.00 kVA,138.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000076621443NM,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000076621443NM,Al Oceanos 6 -- Fonte6 1990-618 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000073937934QK,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000073937934QK,Prc Jose Queiros 9006 -- Tunel 1800-237 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,80.00 kVA,80.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065193357FK,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065193357FK,Av Rio Janeiro 9002 -- Bombei 1700-331 Lisboa,2016-10-29,-,Trifásica,50.00 kVA,75.00 kVA,75.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000076617118PG,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000076617118PG,Al Oceanos 1 -- 1990-196 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000083260306PX,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000083260306PX,Av Cidade De Luanda Lt 9000 -- Esrc 1800 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,49.50 kVA,49.50 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000075906782JT,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000075906782JT,Av Dom Joao Ii Lt 9005 -- Acs 12 1900 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065190211DA,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065190211DA,Parque Infant Alvito 9001 -- 1300 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,66.00 kVA,66.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000075894869RR,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000075894869RR,Av Dom Joao Ii Lt 9002 -- Acs 3 1950-156 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000118149344GA,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000118149344GA,Merc Forno Tijolo 9000 LJ Fablab 1170-132 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,50.00 kVA,50.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000067735968HM,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000067735968HM,Rua Amer J Fernandes Lt 9001 -- R Glig 1800-023 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,66.00 kVA,66.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000107210659AA,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000107210659AA,Qnta Ourives (beato) Lt 9000 GH Reside 1900 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,124.70 kVA,124.70 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000118180785ZA,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000118180785ZA,Av India 110 Uccla 1300-300 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,46.55 kVA,46.55 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000076617379LN,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000076617379LN,Al Oceanos 2 -- 1990-618 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000072003873SF,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000072003873SF,Qnta Conde Arcos 9001 ++ 1800 Lisboa,2016-10-29,-,Trifásica,43.00 kVA,66.00 kVA,66.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000109326458VD,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000109326458VD,Rua Mario Castelhano 9001 P P Limp 1600-167 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,49.50 kVA,49.50 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000076617299QR,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000076617299QR,Al Oceanos 1 -- -- 1990-196 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000101572568WV,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000101572568WV,Prc Jose Queiros 1 3esc6 1800-237 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,60.00 kVA,60.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000100469793BT,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000100469793BT,Estr Pimenteira 9004 -- Canil 1300-459 Lisboa,2016-10-29,-,Trifásica,49.00 kVA,198.00 kVA,198.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000076614517XW,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000076614517XW,Doca Olivais 2 -- La 1990 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000101572659YQ,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000101572659YQ,Prc Jose Queiros 1 4esc7 1800-237 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,80.00 kVA,80.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000040464173FT,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000040464173FT,Rua Antonio Saude 9005 P Limpez 1500-048 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,49.00 kVA,49.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000067952115PK,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000067952115PK,Rua Pedras Negras 9001 -- Igreja 1100 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,132.00 kVA,132.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000083260465SP,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000083260465SP,Av Cidade De Luanda Lt 9001 -- Esrc 1800 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,49.50 kVA,49.50 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000076809748BD,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000076809748BD,Al Oceanos 9006 -- 1990-212 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000109326221FW,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000109326221FW,Rua Filipe Duarte 9001 P P Limp 1600-456 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,49.50 kVA,49.50 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000069356335LE,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000069356335LE,Rua Junqueira 295 ++ 1300-338 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,66.00 kVA,66.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000085098866CL,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000085098866CL,Rua Alberto Ol/corucheus 9055 ++ 1700-018 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,55.00 kVA,55.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000072658556MH,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000072658556MH,Rua Cidade De Lobito 9002 -- Pedago 1800-088 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,66.00 kVA,66.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000073000447NZ,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000073000447NZ,Rua Filinto Elisio 9003 -- Bombei 1300-240 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,66.00 kVA,66.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000111149872SY,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000111149872SY,Urb Alto Lumiar Lt 9005 PI Pista 1750-055 Lisboa,2016-10-29,-,Trifásica,75.00 kVA,350.20 kVA,350.20 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000113622131WH,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000113622131WH,Calc Sete Moinhos 9000 B Serv 1070 Lisboa,2016-10-29,-,Trifásica,103.00 kVA,320.00 kVA,320.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000102239187YG,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000102239187YG,Bair Liberdade 9001 Bte 1070-023 Lisboa,2016-10-29,-,Trifásica,107.00 kVA,300.00 kVA,300.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000074115428YR,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000074115428YR,Larg Martim Moniz 9013 S-com 1100-341 Lisboa,2016-10-29,-,Trifásica,78.00 kVA,264.00 kVA,264.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000114679645GS,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000114679645GS,Urb Alto Lumiar Lt 9006 SG Serv 1750-055 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,100.00 kVA,100.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000105691566BZ,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000105691566BZ,Rua Aventureiros Lt 308 10 1990-024 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,49.00 kVA,49.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000076621306YY,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000076621306YY,Al Oceanos 4 -- Fonte4 1990-618 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000075895134NJ,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000075895134NJ,Av Dom Joao Ii Lt 9004 -- Acs 11 1950-156 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000069932427CX,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000069932427CX,Rua Lucio Azevedo 21 --  B Lj 1600-145 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,66.00 kVA,66.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000119161605QB,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000119161605QB,Camp Grande 9100 LG Cmaq 1700-090 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,60.00 kVA,60.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000109497711BG,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000109497711BG,Av India 166 A 1300-299 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,49.00 kVA,49.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000118180763JG,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000118180763JG,Av India 110 Audit 1300-300 Lisboa,2016-10-29,-,Trifásica,42.00 kVA,77.26 kVA,77.26 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065188485AW,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065188485AW,Merc Camp Ourique Lj 9001 -- Sc 1350-074 Lisboa,2016-10-29,-,Trifásica,217.00 kVA,345.00 kVA,345.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065195957ME,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065195957ME,Rua Silva Carvalho 240 ++ 1250-259 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,99.00 kVA,99.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000100173222LZ,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000100173222LZ,Av Cid Porto 9000 PS 1800-111 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,48.30 kVA,48.30 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000040486418PG,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000040486418PG,Larg Escolas 3 Esc1o7 1400-141 Lisboa,2016-10-30,-,Trifásica,41.41 kVA,95.00 kVA,95.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065171999EF,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065171999EF,Av Cidade De Luanda 9001 -- Limpez 1800-099 Lisboa,2016-10-30,-,Trifásica,41.41 kVA,99.00 kVA,99.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000101776814MT,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000101776814MT,Rua Pedro Jose Pezerat 9001 CD 1950 Lisboa,2016-10-29,-,Trifásica,50.00 kVA,90.00 kVA,90.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000084180294XK,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000084180294XK,Rua Gualdim Pais 97 ++ Sem Ab 1900-253 Lisboa,2016-11-22,-,Trifásica,105.00 kVA,250.00 kVA,250.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000119326935MV,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000119326935MV,Calc Boa Hora 155 Limp 1300 Lisboa,2016-11-22,-,Trifásica,41.41 kVA,49.50 kVA,49.50 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065170405ET,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065170405ET,Camp Pequeno 9002 PL Galvei 1000-078 Lisboa,2017-03-08,-,Trifásica,69.00 kVA,132.00 kVA,132.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000111095716YS,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000111095716YS,Rua Vasco Gama Fernandes 9001 QB Bombei 1750-376 Lisboa,2017-04-21,-,Trifásica,41.41 kVA,49.50 kVA,49.50 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000123709982HT,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000123709982HT,Rua Nova Almada 53 Comuns 1200-288 Lisboa,2017-06-20,-,Trifásica,41.41 kVA,82.25 kVA,82.25 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000076614381GG,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000076614381GG,Rua Pimenta 8607 PT Ql01 1990-254 Lisboa,2017-12-27,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000120448796EF,row 1,LISBOA,Ativo,"ENDESA ENERGÍA, SUCURSAL PORTUGAL",PT0002000120448796EF,Av Colegio Militar 6184 IP It6184 1500-187 Lisboa,2016-03-01,-,Trifásica,82.80 kVA,120.00 kVA,120.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
